index,formula,MXene,H_MXene,RM1,EM1,AM1,VM1,IPM1,RX,EX,AX,VX,IPX,RT,ET,AT,VT,IPT,RM2,EM2,AM2,VM2,IPM2,RM1-RM2,RT-RM1,RT-RM2,(RM1-M2)/(RM1+RM2)/2,EX-EM1,EX-EM2,ET-EM1,ET-EM2,EM1-EM2,d_avg,d_diff,(ET-EM1)/(RM1+RT),(ET-EM2)/(RM2+RT),(EX-EM1)/(RM1+RX),(EX-EM2)/(RM2+RX),COM_M1,COM_M2,RM_avg,EM_avg,P_diff,G_diff,ET-EM_avg,pT-d_avg,VEC,IP_avg,mM_avg,RM1/M2,EM1/M2,AM1/M2,VM1/M2,IPM1/M2,X_AN,X_PNME,X_DNME,X_SZaME/(SZaME)max,X_REaME/(REaME)max,X_PNMD,X_SZaMD/(SZaMD)max,X_REaMD/(REaMD)max,T_AN,T_PNME,T_DNME,T_SZaME/(SZaME)max,T_REaME/(REaME)max,T_PNMD,T_SZaMD/(SZaMD)max,T_REaMD/(REaMD)max,M2_AN,M2_PNME,M2_DNME,M2_SZaME/(SZaME)max,M2_REaME/(REaME)max,M2_PNMD,M2_SZaMD/(SZaMD)max,M2_REaMD/(REaMD)max,M1_AN,M1_PNME,M1_DNME,M1_SZaME/(SZaME)max,M1_REaME/(REaME)max,M1_PNMD,M1_SZaMD/(SZaMD)max,M1_REaMD/(REaMD)max,A,d_T-M1,d_T-X,d_M1_X,X_bader,T1_bader,T2_bader,M2_bader,M1_bader,WF_bottom(eV),WF_top(eV),WF_diff,WF_avg,d_H_M1,d_H_T,e_dpz,e_d(M1),e_d(M2),E_pz_T,E_d_M1,E_d_M2,Formation_Energy_eV_per_atom,E_above_hull_eV_per_atom,Delta_G_eV
290,V2CF2,AA,m2,1.35,1.63,0.527662,13,6.746187,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.35,1.63,0.527662,13,6.746187,0,-0.85,-0.85,0,0.92,0.92,2.35,2.35,0,3,0,1.27027027,1.27027027,0.448780488,0.448780488,2.830493537,2.830493537,1.35,1.63,0,0,2.35,2,5.6,6.746187,50.9415,1,1,1,1,1,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,23,50,60,0.41533,0.28804,47,0.42558,0.27756,23,50,60,0.41533,0.28804,47,0.42558,0.27756,2.987288557,2.148779174,2.876845675,2.004197663,1.689191,0.713956,0.719327,-1.563177,-1.559297,5.406764333,5.402251333,-0.004513,5.404507833,1.615866701,2.009297848,-5.395478083,0.159110376,0.159110376,-5.382210917,0.217014894,0.217014894,-1.681989,-0.003113,2.183901
146,Zr2NBr2,AA,m2,1.55,1.33,0.433289,12,6.634126,0.65,3.04,-0.07,5,14.53413,1.15,2.96,3.3635883,7,11.81381,1.55,1.33,0.433289,12,6.634126,0,-0.4,-0.4,0,1.71,1.71,1.63,1.63,0,2,0,0.603703704,0.603703704,0.777272727,0.777272727,0.776694823,0.776694823,1.55,1.33,0,0,1.63,3,5.4,6.634126,91.224,1,1,1,1,1,7,94,8,0.1473,0.81216,93,0.14784,0.79901,35,108,10,0.19779,0.60484,108,0.1953,0.60484,40,47,68,0.50364,0.23753,44,0.51595,0.22894,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.489685302,2.801703853,3.662360456,2.301040902,1.908894,0.644874,0.64052,-1.594221,-1.600067,3.705641,3.705407333,-0.000233667,3.705524167,4.398599709,3.179589353,-3.875490503,1.337566862,1.337566862,-3.9294621,1.332782522,1.332782522,-1.536766,0.003305,2.21062
334,ScZrCCl2,AA,bridge,1.6,1.36,0.1882,11,6.56149,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.55,1.33,0.433289,12,6.634126,0.05,-0.6,-0.55,0.007936508,1.19,1.22,1.8,1.83,0.03,1.5,1,0.692307692,0.717647059,0.517391304,0.542222222,1.338073691,1.323529412,1.575,1.345,1,1,1.815,3.5,5,6.597808,68.089956,1.032258065,1.022556391,0.43435213,0.916666667,0.989051158,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,40,47,68,0.50364,0.23753,44,0.51595,0.22894,21,14,105,0.6303,0.1898,11,0.64709,0.18255,3.425537915,2.589756015,3.55873616,2.359415936,2.090033,0.703607,0.692354,-1.817747,-1.668248,4.241793333,4.992801667,0.751008333,4.6172975,2.412892836,1.576044847,-4.335014113,2.204779289,0.915811825,-4.711033712,1.90675881,0.857157268,-1.541201,0.004738,2.217715
525,ZrScCCl2,AA,x,1.55,1.33,0.433289,12,6.634126,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.6,1.36,0.1882,11,6.56149,-0.05,-0.55,-0.6,-0.007936508,1.22,1.19,1.83,1.8,-0.03,1.5,1,0.717647059,0.692307692,0.542222222,0.517391304,1.323529412,1.338073691,1.575,1.345,1,1,1.815,3.5,5,6.597808,68.089956,0.96875,0.977941176,2.30227949,1.090909091,1.011070047,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,21,14,105,0.6303,0.1898,11,0.64709,0.18255,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.425536486,2.668907888,3.558720274,2.302093015,2.081603,0.697156,0.704941,-1.66495,-1.81875,4.97995,4.228457667,-0.751492333,4.604203833,4.767459926,3.226767657,-4.336521957,0.915138744,2.20439909,-4.365588442,0.895091504,2.159538336,-1.541201,0.004739,2.175707
69,Sc2NCl2,AA,m2,1.6,1.36,0.1882,11,6.56149,0.65,3.04,-0.07,5,14.53413,1,3.16,3.61272528,7,12.967633,1.6,1.36,0.1882,11,6.56149,0,-0.6,-0.6,0,1.68,1.68,1.8,1.8,0,1,0,0.692307692,0.692307692,0.746666667,0.746666667,0.927197802,0.927197802,1.6,1.36,0,0,1.8,4,5,6.56149,44.955912,1,1,1,1,1,7,94,8,0.1473,0.81216,93,0.14784,0.79901,17,107,6,0.16265,0.73553,107,0.1606,0.73553,21,14,105,0.6303,0.1898,11,0.64709,0.18255,21,14,105,0.6303,0.1898,11,0.64709,0.18255,3.361710863,2.573911999,3.473947555,2.276991341,1.921566,0.705034,0.704739,-1.665567,-1.665772,4.441835333,4.441434667,-0.000400667,4.441635,4.331389657,3.275915903,-4.643850976,1.573708119,1.573708119,-4.66521414,1.519422848,1.519422848,-2.001665,0.006977,2.186532
161,TiNbCBr2,AA,bridge,1.4,1.54,0.075545,12,6.82812,0.7,2.55,1.262113612,4,11.260288,1.15,2.96,3.3635883,7,11.81381,1.45,1.6,0.917407,13,6.75885,-0.05,-0.25,-0.3,-0.00877193,1.01,0.95,1.42,1.36,-0.06,3,2,0.556862745,0.523076923,0.480952381,0.441860465,1.15783343,1.183805668,1.425,1.57,1,1,1.39,2,5.4,6.793485,70.38669,0.965517241,0.9625,0.082346221,0.923076923,1.010248785,6,88,12,0.15167,0.78879,87,0.15208,0.77673,35,108,10,0.19779,0.60484,108,0.1953,0.60484,41,51,65,0.48244,0.24797,48,0.49439,0.23893,22,46,64,0.43051,0.27789,43,0.441,0.26786,3.365422367,2.66526485,3.4457044,2.195065552,1.873182,0.575602,0.557279,-1.470882,-1.535181,3.956231333,4.432897333,0.476666,4.194564333,2.516135828,1.690704429,-3.463976866,1.156850481,0.643335798,-3.787796845,1.059669373,0.585067805,-1.005235,0.008737,2.095252
292,TiMoCSe2,AB,bridge,1.4,1.54,0.075545,12,6.82812,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.45,2.16,0.74733,14,7.09243,-0.05,-0.25,-0.3,-0.00877193,1.01,0.39,1.01,0.39,-0.62,3.5,3,0.396078431,0.15,0.480952381,0.181395349,0.823529412,0.826923077,1.425,1.85,1,2,0.7,0.5,5.2,6.960275,71.9035,0.965517241,0.712962963,0.101086535,0.857142857,0.962733506,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,42,55,61,0.46178,0.25907,52,0.47342,0.24951,22,46,64,0.43051,0.27789,43,0.441,0.26786,3.205453199,2.536959288,2.960476425,2.192235652,1.574877,0.643817,0.433272,-1.10333,-1.548635,4.288005333,5.294189333,1.006184,4.791097333,1.951198334,1.722762813,-2.432424248,0.735092905,-0.734481502,-2.792537037,0.359541835,-1.029462105,-0.72805,0.01286,1.128811
282,MoTiCSe2,BA,bridge,1.45,2.16,0.74733,14,7.09243,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.4,1.54,0.075545,12,6.82812,0.05,-0.3,-0.25,0.00877193,0.39,1.01,0.39,1.01,0.62,3.5,3,0.15,0.396078431,0.181395349,0.480952381,0.826923077,0.823529412,1.425,1.85,1,2,0.7,0.5,5.2,6.960275,71.9035,1.035714286,1.402597403,9.892514395,1.166666667,1.038709044,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,22,46,64,0.43051,0.27789,43,0.441,0.26786,42,55,61,0.46178,0.25907,52,0.47342,0.24951,3.205453691,2.549163135,2.96047754,2.20970561,1.576232,0.64815,0.443591,-1.552852,-1.11512,5.276806667,4.270210333,-1.006596333,4.7735085,2.991438346,1.824813234,-2.433031738,-0.73529489,0.735017136,-2.37955006,-0.610475727,0.92760394,-0.728048,0.012861,1.734091
165,Nb2CBr2,AA,m2,1.45,1.6,0.917407,13,6.75885,0.7,2.55,1.262113612,4,11.260288,1.15,2.96,3.3635883,7,11.81381,1.45,1.6,0.917407,13,6.75885,0,-0.3,-0.3,0,0.95,0.95,1.36,1.36,0,4,0,0.523076923,0.523076923,0.441860465,0.441860465,1.183805668,1.183805668,1.45,1.6,0,0,1.36,1,5.6,6.75885,92.90638,1,1,1,1,1,6,88,12,0.15167,0.78879,87,0.15208,0.77673,35,108,10,0.19779,0.60484,108,0.1953,0.60484,41,51,65,0.48244,0.24797,48,0.49439,0.23893,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.448646908,2.786414657,3.551655859,2.224411428,1.773374,0.558868,0.561302,-1.448504,-1.44504,3.946953,3.946733667,-0.000219333,3.946843333,4.366571796,3.135842299,-3.600680263,0.389731726,0.389731726,-3.658278628,0.384509175,0.384509175,-0.839711,0.016734,2.19624
372,ZrMnNSe2,AA,bridge,1.55,1.33,0.433289,12,6.634126,0.65,3.04,-0.07,5,14.53413,1.15,2.55,2.020604712,6,9.752392,1.4,1.55,-0.52,13,7.434038,0.15,-0.4,-0.25,0.025423729,1.71,1.49,1.22,1,-0.22,3.5,3,0.451851852,0.392156863,0.777272727,0.726829268,0.581329868,0.539544677,1.475,1.44,1,3,1.11,0.5,5.6,7.034082,73.0810225,1.107142857,0.858064516,-0.833248077,0.923076923,0.892398721,7,94,8,0.1473,0.81216,93,0.14784,0.79901,34,102,14,0.21954,0.54493,101,0.22068,0.53528,25,58,52,0.3851,0.31065,55,0.39497,0.29907,40,47,68,0.50364,0.23753,44,0.51595,0.22894,3.360375752,2.693400828,3.1748078,2.24271949,1.582845,0.773614,0.415732,-0.937055,-1.835137,4.702720333,5.339438333,0.636718,5.021079333,2.185527843,1.746785085,-2.135095774,1.259297214,-1.805087722,-2.360771317,0.93848837,0.019797301,-0.85621,0.01925,0.761706
543,VNbCF2,AA,x,1.35,1.63,0.527662,13,6.746187,0.7,2.55,1.262113612,4,11.260288,0.5,3.98,3.401189824,7,17.42282,1.45,1.6,0.917407,13,6.75885,-0.1,-0.85,-0.95,-0.017857143,0.92,0.95,2.35,2.38,0.03,3.5,1,1.27027027,1.220512821,0.448780488,0.441860465,2.830493537,2.762213225,1.4,1.615,1,0,2.365,1.5,5.6,6.7525185,71.92394,0.931034483,1.01875,0.575166747,1,0.998126456,6,88,12,0.15167,0.78879,87,0.15208,0.77673,9,106,3,0.13207,0.90585,106,0.1304,0.90585,41,51,65,0.48244,0.24797,48,0.49439,0.23893,23,50,60,0.41533,0.28804,47,0.42558,0.27756,3.092019555,2.183215128,2.838062289,2.021973739,1.761206,0.726574,0.740367,-1.663131,-1.565015,4.524225667,5.480570667,0.956345,5.002398167,3.901401378,2.845360272,-5.5067353,0.179852253,0.76751257,-5.759478079,0.242986021,0.759646372,-1.679307,0.024058,2.204165
536,NbCrNS2,BA,m1,1.45,1.6,0.917407,13,6.75885,0.65,3.04,-0.07,5,14.53413,1,2.58,2.077104512,6,10.36001,1.4,1.66,0.6758412,12,6.76651,0.05,-0.45,-0.4,0.00877193,1.44,1.38,0.98,0.92,-0.06,4.5,1,0.4,0.383333333,0.685714286,0.673170732,0.583333333,0.569444444,1.425,1.63,1,1,0.95,0.5,5.6,6.76268,72.45124,1.035714286,0.963855422,1.357429822,1.083333333,0.998867954,7,94,8,0.1473,0.81216,93,0.14784,0.79901,16,101,9,0.1781,0.67171,100,0.17899,0.65995,24,54,56,0.40019,0.29894,51,0.41024,0.28794,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.175690583,2.476908862,2.881124307,2.199944004,1.56397,0.721483,0.609524,-1.279816,-1.615162,5.554511333,5.611709333,0.057198,5.583110333,1.851841685,2.302672425,-2.220638304,0.555022001,-0.975895388,-2.241659858,0.446171932,1.120859808,-0.815475,0.024543,0.684035
351,TiTaNS2,AB,m1,1.4,1.54,0.075545,12,6.82812,0.65,3.04,-0.07,5,14.53413,1,2.58,2.077104512,6,10.36001,1.45,1.5,0.32312,11,7.549571,-0.05,-0.4,-0.45,-0.00877193,1.5,1.54,1.04,1.08,0.04,2.5,1,0.433333333,0.440816327,0.731707317,0.733333333,0.592222222,0.601113173,1.425,1.52,2,1,1.06,1.5,5.2,7.1888455,114.40744,0.965517241,1.026666667,0.233798589,1.090909091,0.904438146,7,94,8,0.1473,0.81216,93,0.14784,0.79901,16,101,9,0.1781,0.67171,100,0.17899,0.65995,73,52,69,0.54867,0.21804,49,0.56231,0.21007,22,46,64,0.43051,0.27789,43,0.441,0.26786,3.189330932,2.403492169,2.917271644,2.15578152,1.724736,0.791796,0.780507,-1.614871,-1.682167,5.254466,5.495374333,0.240908333,5.374920167,3.398918293,1.35141224,-2.44944567,0.822341152,0.604038484,-3.275901196,0.490009233,0.203471822,-1.300918,0.0282,1.148005
594,ScHfCCl2,AA,bridge,1.6,1.36,0.1882,11,6.56149,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.55,1.3,0.17807,10,6.82507,0.05,-0.6,-0.55,0.007936508,1.19,1.25,1.8,1.86,0.06,1.5,1,0.692307692,0.729411765,0.517391304,0.555555556,1.338073691,1.312941176,1.575,1.33,2,1,1.83,3.5,5,6.69328,111.722956,1.032258065,1.046153846,1.056887741,1.1,0.961380616,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,72,48,71,0.57475,0.20815,45,0.58884,0.2006,21,14,105,0.6303,0.1898,11,0.64709,0.18255,3.406282185,2.584136024,3.505898613,2.362400148,2.09884,0.702796,0.684165,-1.832763,-1.653038,3.924561667,4.899368,0.974806333,4.411964833,2.403327484,1.575915164,-4.388842121,2.341234221,1.03870204,-4.766491796,2.098906006,0.882397163,-1.535262,0.028558,2.29207
469,TiVNS2,AB,m1,1.4,1.54,0.075545,12,6.82812,0.65,3.04,-0.07,5,14.53413,1,2.58,2.077104512,6,10.36001,1.35,1.63,0.527662,13,6.746187,0.05,-0.4,-0.35,0.009090909,1.5,1.41,1.04,0.95,-0.09,2.5,1,0.433333333,0.404255319,0.731707317,0.705,0.592222222,0.5734118,1.375,1.585,0,1,0.995,1.5,5.2,6.7871535,49.40425,1.037037037,0.944785276,0.143169302,0.923076923,1.012145083,7,94,8,0.1473,0.81216,93,0.14784,0.79901,16,101,9,0.1781,0.67171,100,0.17899,0.65995,23,50,60,0.41533,0.28804,47,0.42558,0.27756,22,46,64,0.43051,0.27789,43,0.441,0.26786,3.084032733,2.387999983,2.706642614,2.109537976,1.654248,0.764214,0.609944,-1.365646,-1.662761,5.489638333,5.546225333,0.056587,5.517931833,3.407925691,1.357797717,-2.52047246,0.152272265,0.078324744,-3.354127338,-0.206895187,-0.217998838,-1.21664,0.032457,1.257003
407,VNbCCl2,AA,bridge,1.35,1.63,0.527662,13,6.746187,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.45,1.6,0.917407,13,6.75885,-0.1,-0.35,-0.45,-0.017857143,0.92,0.95,1.53,1.56,0.03,3.5,1,0.65106383,0.636734694,0.448780488,0.441860465,1.450740056,1.441031149,1.4,1.615,1,0,1.545,1.5,5.6,6.7525185,71.92394,0.931034483,1.01875,0.575166747,1,0.998126456,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,41,51,65,0.48244,0.24797,48,0.49439,0.23893,23,50,60,0.41533,0.28804,47,0.42558,0.27756,3.289620874,2.525158384,3.174154194,2.092863525,1.730167,0.586408,0.637337,-1.566118,-1.387794,4.120951333,4.827383,0.706431667,4.474167167,2.499016319,1.552316339,-4.061186981,0.139136955,0.587828124,-4.647352012,0.514290435,0.154571065,-0.959621,0.038879,1.894917
92,TiNbNSe2,AB,bridge,1.4,1.54,0.075545,12,6.82812,0.65,3.04,-0.07,5,14.53413,1.15,2.55,2.020604712,6,9.752392,1.45,1.6,0.917407,13,6.75885,-0.05,-0.25,-0.3,-0.00877193,1.5,1.44,1.01,0.95,-0.06,3,2,0.396078431,0.365384615,0.731707317,0.685714286,0.54130719,0.532852564,1.425,1.57,1,1,0.98,1,5.2,6.793485,70.38669,0.965517241,0.9625,0.082346221,0.923076923,1.010248785,7,94,8,0.1473,0.81216,93,0.14784,0.79901,34,102,14,0.21954,0.54493,101,0.22068,0.53528,41,51,65,0.48244,0.24797,48,0.49439,0.23893,22,46,64,0.43051,0.27789,43,0.441,0.26786,3.247882379,2.543699986,3.059631503,2.156664111,1.698645,0.675272,0.596871,-1.379615,-1.591173,4.821992667,5.121515333,0.299522667,4.971754,1.922981608,1.734944574,-2.588560233,0.594220093,0.217804747,-3.036879188,0.241477572,-0.184589571,-1.178307,0.038986,1.364337
420,NbTiCSe2,AA,bridge,1.45,1.6,0.917407,13,6.75885,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.4,1.54,0.075545,12,6.82812,0.05,-0.3,-0.25,0.00877193,0.95,1.01,0.95,1.01,0.06,3,2,0.365384615,0.396078431,0.441860465,0.480952381,0.826923077,0.823529412,1.425,1.57,1,1,0.98,1,5,6.793485,70.38669,1.035714286,1.038961039,12.14384804,1.083333333,0.989855187,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,22,46,64,0.43051,0.27789,43,0.441,0.26786,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.298193909,2.615662036,3.44079736,2.241642875,1.794302,0.627055,0.664472,-1.545217,-1.540612,5.613233667,5.016992667,-0.596241,5.315113167,2.059627428,1.745835502,-1.929441299,0.260307214,1.515795876,-2.06424889,0.201848218,1.444326795,-0.862788,0.042558,1.048302
344,NbMnNSe2,BA,bridge,1.45,1.6,0.917407,13,6.75885,0.65,3.04,-0.07,5,14.53413,1.15,2.55,2.020604712,6,9.752392,1.4,1.55,-0.52,13,7.434038,0.05,-0.3,-0.25,0.00877193,1.44,1.49,0.95,1,0.05,4.5,1,0.365384615,0.392156863,0.685714286,0.726829268,0.532852564,0.539544677,1.425,1.575,1,2,0.975,0.5,5.8,7.096444,73.9222125,1.035714286,1.032258065,-1.764244231,1,0.909176144,7,94,8,0.1473,0.81216,93,0.14784,0.79901,34,102,14,0.21954,0.54493,101,0.22068,0.53528,25,58,52,0.3851,0.31065,55,0.39497,0.29907,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.214856791,2.595752019,3.031239425,2.219293853,1.540897,0.582448,0.394222,-1.064526,-1.453041,4.601266333,5.042227,0.440960667,4.821746667,1.963013104,1.754111876,-1.672507675,1.105983766,-2.207890585,-1.962665149,1.034129694,0.353451626,-0.616008,0.043853,1.194398
58,MnNbNSe2,AB,bridge,1.4,1.55,-0.52,13,7.434038,0.65,3.04,-0.07,5,14.53413,1.15,2.55,2.020604712,6,9.752392,1.45,1.6,0.917407,13,6.75885,-0.05,-0.25,-0.3,-0.00877193,1.49,1.44,1,0.95,-0.05,4.5,1,0.392156863,0.365384615,0.726829268,0.685714286,0.539544677,0.532852564,1.425,1.575,1,2,0.975,0.5,5.8,7.096444,73.9222125,0.965517241,0.96875,-0.566814947,1,1.099896876,7,94,8,0.1473,0.81216,93,0.14784,0.79901,34,102,14,0.21954,0.54493,101,0.22068,0.53528,41,51,65,0.48244,0.24797,48,0.49439,0.23893,25,58,52,0.3851,0.31065,55,0.39497,0.29907,3.215021583,2.461464345,3.0312035,2.148716389,1.536857,0.40646,0.593846,-1.464905,-1.072257,5.03449,4.593824667,-0.440665333,4.814157333,2.2782717,1.712492383,-1.672810319,-2.210051131,1.106501884,-1.788291926,0.499422863,1.194134676,-0.616007,0.043854,1.353365
268,NbTaCCl2,AA,m2,1.45,1.6,0.917407,13,6.75885,0.7,2.55,1.262113612,4,11.260288,1,3.16,3.61272528,7,12.967633,1.45,1.5,0.32312,11,7.549571,0,-0.45,-0.45,0,0.95,1.05,1.56,1.66,0.1,3.5,1,0.636734694,0.67755102,0.441860465,0.488372093,1.441031149,1.387366375,1.45,1.55,1,0,1.61,1.5,5.6,7.1542105,136.92713,1,1.066666667,2.839214533,1.181818182,0.89526279,6,88,12,0.15167,0.78879,87,0.15208,0.77673,17,107,6,0.16265,0.73553,107,0.1606,0.73553,73,52,69,0.54867,0.21804,49,0.56231,0.21007,41,51,65,0.48244,0.24797,48,0.49439,0.23893,3.368831681,2.646553564,3.411388727,2.213926893,1.850915,0.631521,0.641376,-1.627264,-1.496548,3.794741,4.182386667,0.387645667,3.988563833,4.351161381,3.191070268,-4.88342179,0.110717958,-0.203084934,-4.908531642,0.092019196,-0.230134818,-0.974166,0.044602,2.196596
509,HfTiNCl2,AA,m2,1.55,1.3,0.17807,10,6.82507,0.65,3.04,-0.07,5,14.53413,1,3.16,3.61272528,7,12.967633,1.4,1.54,0.075545,12,6.82812,0.15,-0.55,-0.4,0.025423729,1.74,1.5,1.86,1.62,-0.24,2,0,0.729411765,0.675,0.790909091,0.731707317,0.92224476,0.9225,1.475,1.42,2,0,1.74,3,5.4,6.826595,113.1785,1.107142857,0.844155844,2.35713813,0.833333333,0.999553318,7,94,8,0.1473,0.81216,93,0.14784,0.79901,17,107,6,0.16265,0.73553,107,0.1606,0.73553,22,46,64,0.43051,0.27789,43,0.441,0.26786,72,48,71,0.57475,0.20815,45,0.58884,0.2006,3.317145142,2.629710963,3.28643482,2.211138999,1.872477,0.674441,0.645694,-1.491154,-1.701457,4.30387,3.483603,-0.820267,3.8937365,4.346391523,3.181942027,-4.994946135,0.132556219,0.690621778,-5.039613423,0.095970907,0.685042711,-1.647057,0.044786,2.183712
119,V2NSe2,AA,bridge,1.35,1.63,0.527662,13,6.746187,0.65,3.04,-0.07,5,14.53413,1.15,2.55,2.020604712,6,9.752392,1.35,1.63,0.527662,13,6.746187,0,-0.2,-0.2,0,1.41,1.41,0.92,0.92,0,3,0,0.368,0.368,0.705,0.705,0.521985816,0.521985816,1.35,1.63,0,0,0.92,1,5.4,6.746187,50.9415,1,1,1,1,1,7,94,8,0.1473,0.81216,93,0.14784,0.79901,34,102,14,0.21954,0.54493,101,0.22068,0.53528,23,50,60,0.41533,0.28804,47,0.42558,0.27756,23,50,60,0.41533,0.28804,47,0.42558,0.27756,3.128628726,2.517210957,3.296861447,2.067000968,1.642602,0.51813,0.532025,-1.354127,-1.33863,4.661960333,4.661511667,-0.000448667,4.661736,2.761322328,1.731072704,-2.049374882,0.140823516,0.140823516,-2.163770236,0.155504917,0.155504917,-0.84989,0.044917,1.300187
198,TiTaNSe2,AB,bridge,1.4,1.54,0.075545,12,6.82812,0.65,3.04,-0.07,5,14.53413,1.15,2.55,2.020604712,6,9.752392,1.45,1.5,0.32312,11,7.549571,-0.05,-0.25,-0.3,-0.00877193,1.5,1.54,1.01,1.05,0.04,2.5,1,0.396078431,0.403846154,0.731707317,0.733333333,0.54130719,0.550699301,1.425,1.52,2,1,1.03,1.5,5.2,7.1888455,114.40744,0.965517241,1.026666667,0.233798589,1.090909091,0.904438146,7,94,8,0.1473,0.81216,93,0.14784,0.79901,34,102,14,0.21954,0.54493,101,0.22068,0.53528,73,52,69,0.54867,0.21804,49,0.56231,0.21007,22,46,64,0.43051,0.27789,43,0.441,0.26786,3.251577309,2.541586266,3.038726141,2.165832468,1.73584,0.678091,0.632254,-1.467014,-1.579171,4.620446,5.03039,0.409944,4.825418,1.906549855,1.741387766,-2.382227553,0.856811868,0.521597376,-2.823114361,0.487056547,0.189392502,-1.142492,0.045263,1.372234
86,TiWCSe2,AB,bridge,1.4,1.54,0.075545,12,6.82812,0.7,2.55,1.262113612,4,11.260288,1.15,2.55,2.020604712,6,9.752392,1.35,2.36,0.816268,14,7.86403,0.05,-0.25,-0.2,0.009090909,1.01,0.19,1.01,0.19,-0.82,3,2,0.396078431,0.076,0.480952381,0.092682927,0.823529412,0.82,1.375,1.95,2,2,0.6,1,5.2,7.346075,115.8535,1.037037037,0.652542373,0.092549261,0.857142857,0.868272374,6,88,12,0.15167,0.78879,87,0.15208,0.77673,34,102,14,0.21954,0.54493,101,0.22068,0.53528,74,56,66,0.52343,0.22855,53,0.5367,0.22009,22,46,64,0.43051,0.27789,43,0.441,0.26786,3.208267995,2.535347286,2.966719876,2.198490929,1.650695,0.646146,0.491028,-1.238742,-1.549127,4.114585,5.255989333,1.141404333,4.685287167,1.944545895,1.724400916,-2.602972856,0.839391935,-0.618781296,-2.983638537,0.485611138,-0.945374149,-0.680827,0.047157,1.134877
21,Cr2NSe2,AA,bridge,1.4,1.66,0.6758412,12,6.76651,0.65,3.04,-0.07,5,14.53413,1.15,2.55,2.020604712,6,9.752392,1.4,1.66,0.6758412,12,6.76651,0,-0.25,-0.25,0,1.38,1.38,0.89,0.89,0,5,0,0.349019608,0.349019608,0.673170732,0.673170732,0.518471157,0.518471157,1.4,1.66,0,0,0.89,1,5.8,6.76651,51.9961,1,1,1,1,1,7,94,8,0.1473,0.81216,93,0.14784,0.79901,34,102,14,0.21954,0.54493,101,0.22068,0.53528,24,54,56,0.40019,0.29894,51,0.41024,0.28794,24,54,56,0.40019,0.29894,51,0.41024,0.28794,3.135720574,2.502101057,3.177380561,2.014756621,1.399635,0.402385,0.412643,-1.11235,-1.102314,4.729559667,4.729644667,8.50E-05,4.729602167,2.15061085,1.680702644,-2.374785265,-0.474092143,-0.474092143,-2.461630509,0.351348917,0.351348917,-0.368581,0.047722,-0.295317
